"売上№=masterid,dempyounum",行№=num,品名=pro,単位=tani,数量=amount,単価=tanka,金額=price,備考=bik,売上日=uriagebi,
76377,2,ドライヤー取替                          ,式　,1,10000,10000,                    ,2012/6/30,
76380,1,6/9　ホテル　シルフ　2F                 ,　　,      ,         ,          ,                    ,2012/6/30,
76380,2,空調取替工事                            ,式　,1,350000,350000,                    ,2012/6/30,
76381,1,5/18　ホテルヴィセラ様                  ,　　,      ,         ,          ,                    ,2012/6/30,
76381,2,非常照明器具　20W                       ,台　,2,14000,28000,                    ,2012/6/30,
76381,3,取替工事費                              ,式　,1,10000,10000,                    ,2012/6/30,
76390,1,スズキ自販　和歌山                      ,　　,      ,         ,          ,                    ,2012/6/30,
76390,2,消火器　フック取付工事                  ,式　,1,14400,14400,                    ,2012/6/30,
76387,1,オーエ新倉庫                            ,　　,      ,         ,          ,                    ,2012/6/30,
76387,2,消防設備点検                            ,式　,1,90000,90000,                    ,2012/6/30,
76387,3,受信機バッテリー交換                    ,式　,1,19000,19000,                    ,2012/6/30,
76383,1,さくら園（紀伊風土記の丘）              ,　　,      ,         ,          ,                    ,2012/6/30,
76383,2,基盤取替工事                            ,式　,1,80000,80000,                    ,2012/6/30,
76432,1,ｸﾞﾙｰﾌﾟﾎｰﾑ高尾                           ,　　,      ,         ,          ,                    ,2012/6/29,
76432,2,消防設備保守点検                        ,式　,1,25000,25000,                    ,2012/6/29,
76442,1,三菱電機冷熱応用システム㈱様へ          ,　　,      ,         ,          ,                    ,2012/6/29,
76442,2,粉末ABC消火器10型                       ,本　,15,3800,57000,                    ,2012/6/29,
76421,1,森化学様                                ,　　,      ,         ,          ,                    ,2012/6/29,
76421,2,消火器50型　納品                        ,本　,1,38000,38000,                    ,2012/6/29,
76421,3,消火器100型 回収廃棄                    ,本　,1,3500,3500,                    ,2012/6/29,
76421,4,消火器20型　回収廃棄                    ,本　,2,600,1200,                    ,2012/6/29,
76415,1,ﾀﾞｲｸﾛﾊﾛｹﾞﾝ球                            ,個　,3,2100,6300,                    ,2012/6/28,
76349,1,ケスゾウ                                ,台　,1,300000,300000,                    ,2012/6/27,
76449,1,住友金属ｽﾃﾝﾚｽ　AOD洗濯室                ,　　,      ,         ,          ,                    ,2012/6/26,
76449,2,6/26　φ100　吸気口取付                 ,式　,1,20000,20000,                    ,2012/6/26,
76449,3,6/27　ｺﾝｾﾝﾄ移設工事　(3箇所)            ,式　,1,10000,10000,                    ,2012/6/26,
76446,1,6/26　ｼﾝﾌｫﾆｰﾋﾞﾙ　ﾗﾝﾌﾟ取替               ,　　,      ,         ,          ,                    ,2012/6/26,
76446,2,ﾊﾟﾙｯｸﾎﾞｰﾙ　ﾌﾟﾚﾐｱ　EFA15EL/10H2          ,個　,5,1460,7300,                    ,2012/6/26,
76446,3,取替作業費                              ,式　,1,5000,5000,                    ,2012/6/26,
76446,4,1階1個・2階2個・7階1個・8階1個          ,　　,      ,         ,          ,                    ,2012/6/26,
76344,1,光電式ｽﾎﾟｯﾄ型煙感知器　2種（BV45488）   ,個　,2,6870,13740,                    ,2012/6/26,
76344,2,2線式ﾍﾞｰｽ(BVK4000）                     ,個　,2,195,390,                    ,2012/6/26,
76344,3,送料                                    ,　　,      ,         ,1000,                    ,2012/6/26,
76431,1,砂川厚生福祉センター                    ,　　,      ,         ,          ,                    ,2012/6/26,
76431,2,光電式スポット型煙感知器2種　取替工事   ,式　,1,20000,20000,                    ,2012/6/26,
76366,1,イオンモールりんくう泉南　イオン銀行後  ,式　,1,120000,120000,                    ,2012/6/25,
76367,1,本町永和ビル　１Ｆ　改修工事            ,　　,      ,         ,          ,                    ,2012/6/25,
76367,2,本工事                                  ,式　,1,711000,711000,                    ,2012/6/25,
76367,3,自動火災報知設備　追加工事              ,式　,1,58000,58000,                    ,2012/6/25,
76367,4,スプリンクラー設備工事                  ,式　,1,680000,680000,                    ,2012/6/25,
76370,1,大阪リソースセンター　2F　馬場塾        ,　　,      ,         ,          ,                    ,2012/6/25,
76370,2,自動開閉装置工事                        ,式　,1,233000,233000,                    ,2012/6/25,
76371,1,大阪リソースセンター　2F　馬場塾        ,　　,      ,         ,          ,                    ,2012/6/25,
76371,2,消防設備工事                            ,式　,1,1004100,1004100,                    ,2012/6/25,
76372,1,大阪リソースセンター　2F馬場塾　2期工事 ,　　,      ,         ,          ,                    ,2012/6/25,
76372,2,消防設備工事                            ,式　,1,600000,600000,                    ,2012/6/25,
76373,1,大阪リソースセンター　2F馬場塾　1期工事 ,　　,      ,         ,          ,                    ,2012/6/25,
76373,2,スプリンクラー設備工事                  ,式　,1,480000,480000,                    ,2012/6/25,
76374,1,大阪リソースセンター　2F馬場塾　2期工事 ,　　,      ,         ,          ,                    ,2012/6/25,
76374,2,スプリンクラー設備工事                  ,式　,1,160000,160000,                    ,2012/6/25,
76429,1,大阪ﾘﾊﾋﾞﾘﾃｰｼｮﾝｾﾝﾀｰ                      ,　　,      ,         ,          ,                    ,2012/6/23,
76429,2,差動式ｽﾎﾟｯﾄ型感知器２種                 ,個　,3,1850,5550,                    ,2012/6/23,
76429,3,配線AE0.9X4C                            ,ｍ　,15,35,525,                    ,2012/6/23,
76429,4,ｽﾌﾟﾘﾝｸﾗｰﾍｯﾄﾞ                            ,個　,8,1500,12000,                    ,2012/6/23,
76429,5,同上ﾌﾚｷ                                 ,本　,8,3500,28000,                    ,2012/6/23,
76429,6,配管付属品                              ,式　,1,         ,45000,                    ,2012/6/23,
76429,7,工事費                                  ,式　,1,         ,60000,                    ,2012/6/23,
76429,8,試験調整費                              ,式　,1,15000,15000,                    ,2012/6/23,
76429,9,消耗品雑材費                            ,式　,1,10000,10000,                    ,2012/6/23,
76429,10,諸経費                                  ,式　,1,         ,8925,                    ,2012/6/23,
76443,1,6月22日　ワールドプラザ南海             ,　　,      ,         ,          ,                    ,2012/6/22,
76443,2,ミニハロゲン　110V/150形                ,本　,1,1600,1600,                    ,2012/6/22,
76443,3,取替作業費                              ,式　,1,1000,1000,                    ,2012/6/22,
76435,1,ビジネスホテル紀和                      ,　　,      ,         ,          ,                    ,2012/6/21,
76435,2,誤報調査費                              ,式　,1,10000,10000,                    ,2012/6/21,
76280,1,平成24年6月6日,式　,1,50000,50000,                    ,2012/6/21,
76280,2,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2012/6/21,
76280,3,消火器（消火器機能点検）                ,　　,      ,         ,          ,                    ,2012/6/21,
76280,4,自動火災報知設備点検                    ,　　,      ,         ,          ,                    ,2012/6/21,
76280,5,配線点検（自動火災報知設備用）          ,　　,      ,         ,          ,                    ,2012/6/21,
76280,6,非常警報器具及び設備点検                ,　　,      ,         ,          ,                    ,2012/6/21,
76280,7,誘導灯及び誘導標識点検                  ,　　,      ,         ,          ,                    ,2012/6/21,
76280,8,配線点検（誘導灯用）                    ,　　,      ,         ,          ,                    ,2012/6/21,
76280,9,                                        ,　　,      ,         ,          ,                    ,2012/6/21,
76280,10,防火対象物点検                          ,　　,      ,         ,          ,                    ,2012/6/21,
76424,1,Ｆｉｎ                                  ,　　,      ,         ,          ,                    ,2012/6/21,
76424,2,ライトコントロール                      ,個　,1,5000,5000,                    ,2012/6/21,
76424,3,取替費及び調査費                        ,式　,1,10000,10000,                    ,2012/6/21,
76365,1,アウトレット泉佐野　1940                ,　　,      ,         ,          ,                    ,2012/6/20,
76365,2,誘導灯取替工事                          ,式　,1,140000,140000,                    ,2012/6/20,
76297,1,消防設備保守点検                        ,式　,1,30000,30000,                    ,2012/6/20,
76315,1,消火器　粉末ABC　10型                   ,本　,12,2800,33600,                    ,2012/6/20,
76351,1,御社　事務所　改装工事                  ,　　,      ,         ,          ,                    ,2012/6/20,
76351,2,材料費                                  ,式　,1,195000,195000,                    ,2012/6/20,
76351,3,(ﾀﾞｲｷﾝ2.8KW　ｴｱｺﾝ・三菱　LED照明器含）  ,　　,      ,         ,          ,                    ,2012/6/20,
76351,4,工事費                                  ,式　,1,325000,325000,                    ,2012/6/20,
76327,1,三菱電機　5工場                         ,　　,      ,         ,          ,                    ,2012/6/20,
76327,2,チャイム時刻合わせ                      ,式　,1,5000,5000,                    ,2012/6/20,
76352,1,木下マンション　　消防設備保守点検      ,式　,1,80000,80000,                    ,2012/6/20,
76283,1,5月21日　ヴェルセンチェリー　　205号    ,　　,      ,         ,          ,                    ,2012/6/20,
76283,2,消火器　4型                             ,本　,1,4500,4500,                    ,2012/6/20,
76283,3,処分費                                  ,式　,1,1000,1000,                    ,2012/6/20,
76284,1,5月23日　神前テナント                   ,　　,      ,         ,          ,                    ,2012/6/20,
76284,2,煙感知器　2種                           ,個　,1,17600,17600,                    ,2012/6/20,
76284,3,取替費                                  ,式　,1,5000,5000,                    ,2012/6/20,
76284,4,出張費                                  ,式　,1,1500,1500,                    ,2012/6/20,
76285,1,5月25日　グリーンフルタカタ　Ｂ棟　107号,　　,      ,         ,          ,                    ,2012/6/20,
76285,2,消火器　4型                             ,本　,1,4500,4500,                    ,2012/6/20,
76285,3,処分費                                  ,式　,1,1000,1000,                    ,2012/6/20,
76286,1,6月6日　キューブＮ　Ｂ棟　313号         ,　　,      ,         ,          ,                    ,2012/6/20,
76286,2,住警器取付(本体込）                     ,個　,1,3700,3700,                    ,2012/6/20,
76288,1,6月6日　グレイス木ノ本　103号           ,　　,      ,         ,          ,                    ,2012/6/20,
76288,2,住警器取付（本体込）                    ,個　,2,3700,7400,                    ,2012/6/20,
76289,1,6月9日　グリーンフルまつもと(一般）208号,　　,      ,         ,          ,                    ,2012/6/20,
76289,2,住宅用火災警報器取付(本体込）           ,個　,3,3700,11100,                    ,2012/6/20,
76290,1,6月15日　僕の家                         ,　　,      ,         ,          ,                    ,2012/6/20,
76290,2,住宅用火災警報器取付（本体込）          ,個　,10,3700,37000,                    ,2012/6/20,
76291,1,6月15日　オフィスビル21                 ,　　,      ,         ,          ,                    ,2012/6/20,
76291,2,誘導灯　球20W                           ,本　,1,250,250,                    ,2012/6/20,
76291,3,取替費                                  ,式　,1,300,300,                    ,2012/6/20,
76291,4,出張費                                  ,式　,1,1500,1500,                    ,2012/6/20,
76292,1,5月22日　アヴニール                     ,　　,      ,         ,          ,                    ,2012/6/20,
76292,2,消防設備保守点検                        ,式　,1,30800,30800,                    ,2012/6/20,
76330,1,5月21日　エクロールプラザ               ,　　,      ,         ,          ,                    ,2012/6/20,
76330,2,4F　通路　スリム球                      ,本　,2,1600,3200,                    ,2012/6/20,
76330,3,3F　通路　スリム球                      ,本　,1,1600,1600,                    ,2012/6/20,
76330,4,取替作業費                              ,式　,1,3000,3000,                    ,2012/6/20,
76331,1,5月28日　ワールドプラザ南海             ,　　,      ,         ,          ,                    ,2012/6/20,
76331,2,北側　外灯　ハイビーム電球              ,個　,1,1800,1800,                    ,2012/6/20,
76331,3,取替作業費                              ,式　,1,1000,1000,                    ,2012/6/20,
76332,1,5月28日　パルビル　ＥＶ機械室           ,　　,      ,         ,          ,                    ,2012/6/20,
76332,2,コンデンサー                            ,台　,1,9000,9000,                    ,2012/6/20,
76332,3,サーキットブレーカー                    ,個　,1,6000,6000,                    ,2012/6/20,
76332,4,取替作業費                              ,式　,1,15000,15000,                    ,2012/6/20,
76333,1,6月4日　エクロールプラザ                ,　　,      ,         ,          ,                    ,2012/6/20,
76333,2,4F　通路　ニッポー　スリム球            ,個　,1,1600,1600,                    ,2012/6/20,
76333,3,取替作業費                              ,式　,1,1000,1000,                    ,2012/6/20,
76334,1,6月4日　ダイアモンドプラザ              ,　　,      ,         ,          ,                    ,2012/6/20,
76334,2,3F　階段　シリカ球                      ,個　,1,350,350,                    ,2012/6/20,
76334,3,6F　通路　ハロゲン球                    ,個　,1,1600,1600,                    ,2012/6/20,
76334,4,取替作業費                              ,式　,1,2000,2000,                    ,2012/6/20,
76335,1,6月12日　パルファンビル                 ,　　,      ,         ,          ,                    ,2012/6/20,
76335,2,3F　通路　誘導灯　20W　直管蛍光灯       ,本　,1,340,340,                    ,2012/6/20,
76335,3,取替作業費                              ,式　,1,1000,1000,                    ,2012/6/20,
76336,1,6月12日　エクロールプラザ               ,　　,      ,         ,          ,                    ,2012/6/20,
76336,2,4F　通路　スリム球                      ,本　,1,1600,1600,                    ,2012/6/20,
76336,3,5F　通路　スリム球                      ,本　,1,1600,1600,                    ,2012/6/20,
76336,4,取替作業費                              ,式　,1,2000,2000,                    ,2012/6/20,
76337,1,6月20日　エクロールプラザ               ,　　,      ,         ,          ,                    ,2012/6/20,
76337,2,7F　廊下　ニッポー　スリム球            ,個　,1,1600,1600,                    ,2012/6/20,
76337,3,取替作業費                              ,式　,1,1000,1000,                    ,2012/6/20,
76338,1,6月20日　ワールドプラザ南海             ,　　,      ,         ,          ,                    ,2012/6/20,
76338,2,1F　入口　ＥＶ前　ボール球              ,個　,1,350,350,                    ,2012/6/20,
76338,3,3F　ＥＶ前　ボール球                    ,個　,1,350,350,                    ,2012/6/20,
76338,4,取替作業費                              ,式　,1,2000,2000,                    ,2012/6/20,
76339,1,6月20日　ダイアモンドプラザ             ,　　,      ,         ,          ,                    ,2012/6/20,
76339,2,1F　入口　ハロゲン球                    ,個　,1,1600,1600,                    ,2012/6/20,
76339,3,取替作業費                              ,式　,1,1000,1000,                    ,2012/6/20,
76324,1,三菱電機㈱冷熱システム製作所            ,　　,      ,         ,          ,                    ,2012/6/20,
76324,2,所内防災設備の点検(総合）               ,式　,1,1160000,1160000,                    ,2012/6/20,
76325,1,三菱電機㈱冷熱システム製作所            ,　　,      ,         ,          ,                    ,2012/6/20,
76325,2,くろしお消防設備保守点検（総合）        ,式　,1,23000,23000,                    ,2012/6/20,
76326,1,三菱電機健康保険組合                    ,　　,      ,         ,          ,                    ,2012/6/20,
76326,2,体育館　消防設備保守点検（総合）        ,式　,1,28000,28000,                    ,2012/6/20,
76312,1,粉末ABC消火器　10型 処分費              ,本　,19,500,9500,                    ,2012/6/20,
76307,1,住金ステンレス　モニター取付（6/4）     ,式　,1,10000,10000,                    ,2012/6/20,
76322,1,和歌山ヤナセ様                          ,　　,      ,         ,          ,                    ,2012/6/20,
76322,2,自動火災報知設備工事                    ,式　,1,780000,780000,                    ,2012/6/20,
76309,1,生活介護事業所　あい・らんど改修工事    ,式　,1,250000,250000,                    ,2012/6/20,
76310,1,生活介護事業所　あい・らんど改修追加工事,　　,      ,         ,          ,                    ,2012/6/20,
76310,2,火災通報装置ロム変更費・取替費含む      ,式　,1,125000,125000,                    ,2012/6/20,
76310,3,防火対象物使用開始届出作成費            ,式　,1,30000,30000,                    ,2012/6/20,
76311,1,生活介護事業所　あい・らんど改修追加工事,　　,      ,         ,          ,                    ,2012/6/20,
76311,2,差動式スポット型感知器2種（再取付）     ,個　,18,         ,          ,                    ,2012/6/20,
76311,3,定温式スポット型感知器1種防水(再取付）  ,個　,3,         ,          ,                    ,2012/6/20,
76311,4,配線HP0.9×20pr（結線）                 ,式　,1,         ,          ,                    ,2012/6/20,
76311,5,工事費                                  ,式　,1,50000,50000,                    ,2012/6/20,
76311,6,手続立会試験費                          ,式　,1,10000,10000,                    ,2012/6/20,
76311,7,試験調整費                              ,式　,1,10000,10000,                    ,2012/6/20,
76311,8,消耗品雑材料                            ,式　,1,2000,2000,                    ,2012/6/20,
76311,9,諸経費                                  ,式　,1,7000,7000,                    ,2012/6/20,
76328,1,シンフォニービル　ＥＶ内カメラ設置工事  ,式　,1,330000,330000,                    ,2012/6/20,
76308,1,デイサービス草原                        ,　　,      ,         ,          ,                    ,2012/6/20,
76308,2,バブルユニット交換修理                  ,式　,1,16000,16000,                    ,2012/6/20,
76299,1,6月5日　消防設備保守点検                ,式　,1,50000,50000,                    ,2012/6/20,
76306,1,6月2日　ﾓﾝｼｪﾘｰﾊﾅﾉ様　消防設備保守点検   ,式　,1,35000,35000,                    ,2012/6/20,
76293,1,消火器　粉末ABC　10型                   ,本　,7,3200,22400,                    ,2012/6/20,
76396,1,消防設備保守点検                        ,　　,      ,         ,          ,                    ,2012/6/20,
76396,2,シャーメゾンオーキッド                  ,式　,1,700,700,                    ,2012/6/20,
76396,3,メゾンクレール                          ,式　,1,450,450,                    ,2012/6/20,
76396,4,フォーレスロ―カット                    ,式　,1,1200,1200,                    ,2012/6/20,
76396,5,シャーメゾン府中                        ,式　,1,450,450,                    ,2012/6/20,
76396,6,ヴィオトープ                            ,式　,1,700,700,                    ,2012/6/20,
76396,7,ジュリアード松江                        ,式　,1,700,700,                    ,2012/6/20,
76396,8,シャーメゾンうの                        ,式　,1,450,450,                    ,2012/6/20,
76396,9,シャーメゾン広川                        ,式　,1,450,450,                    ,2012/6/20,
76396,10,メゾン・ルテシィアⅡ                    ,式　,1,450,450,                    ,2012/6/20,
76396,11,シャーメゾン岩出                        ,式　,1,640,640,                    ,2012/6/20,
76396,12,シャーメゾン黒江                        ,式　,1,450,450,                    ,2012/6/20,
76396,13,シャーメゾン野田                        ,式　,1,670,670,                    ,2012/6/20,
76396,14,フロントパディーⅡ                      ,式　,1,670,670,                    ,2012/6/20,
76396,15,キャラ21                                ,式　,1,750,750,                    ,2012/6/20,
76396,16,タウニィ寿里                            ,式　,1,1200,1200,                    ,2012/6/20,
76396,17,フォーブル木ノ本                        ,式　,1,1060,1060,                    ,2012/6/20,
76396,18,ラベニュー城山                          ,式　,1,700,700,                    ,2012/6/20,
76396,19,フレグランス吹上                        ,式　,1,449,449,                    ,2012/6/20,
76396,20,メゾン南方                              ,式　,1,949,949,                    ,2012/6/20,
76396,21,ラベニュー岩橋                          ,式　,1,1060,1060,                    ,2012/6/20,
76396,22,タウニー山村                            ,式　,1,700,700,                    ,2012/6/20,
76396,23,アメニティー東松江                      ,式　,1,700,700,                    ,2012/6/20,
76396,24,ラベニュー谷口                          ,式　,1,1200,1200,                    ,2012/6/20,
76396,25,タウニィ酒井                            ,式　,1,629,629,                    ,2012/6/20,
76396,26,フレグランス畑屋敷                      ,式　,1,449,449,                    ,2012/6/20,
76396,27,フォーブル苗代                          ,式　,1,629,629,                    ,2012/6/20,
76396,28,フォーブル若葉                          ,式　,1,700,700,                    ,2012/6/20,
76396,29,フォーブル松見                          ,式　,1,1200,1200,                    ,2012/6/20,
76396,30,ラベニューコスモ                        ,式　,1,700,700,                    ,2012/6/20,
76396,31,タウニィ紀ノ川                          ,式　,1,629,629,                    ,2012/6/20,
76396,32,タウニィ料理松                          ,式　,1,1020,1020,                    ,2012/6/20,
76396,33,アメニティ太田                          ,式　,1,700,700,                    ,2012/6/20,
76396,34,タウニィ清水                            ,式　,1,700,700,                    ,2012/6/20,
76396,35,タウニィ浜代                            ,式　,1,880,880,                    ,2012/6/20,
76396,36,タウニィ浜代2                           ,式　,1,629,629,                    ,2012/6/20,
76396,37,フォーブルさち                          ,式　,1,1269,1269,                    ,2012/6/20,
76396,38,タウニィ美園                            ,式　,1,629,629,                    ,2012/6/20,
76396,39,フレグランス松江                        ,式　,1,449,449,                    ,2012/6/20,
76396,40,セキワガーデンハウス春日                ,式　,1,880,880,                    ,2012/6/20,
76396,41,ラベニュー根来                          ,式　,1,629,629,                    ,2012/6/20,
76396,42,シローズフレグランス                    ,式　,1,700,700,                    ,2012/6/20,
76396,43,ドミールクルス                          ,式　,1,1200,1200,                    ,2012/6/20,
76396,44,グリーンビレッジ21                      ,式　,1,1949,1949,                    ,2012/6/20,
76396,45,サニーハイツひまわり                    ,式　,1,1200,1200,                    ,2012/6/20,
76396,46,パールハイツ有田                        ,式　,1,880,880,                    ,2012/6/20,
76396,47,フレグランス小林                        ,式　,1,449,449,                    ,2012/6/20,
76396,48,フレグランス延時                        ,式　,1,449,449,                    ,2012/6/20,
76396,49,フレグランス畑毛                        ,式　,1,1200,1200,                    ,2012/6/20,
76396,50,フレグランス藤井                        ,式　,1,700,700,                    ,2012/6/20,
76396,51,フレグランス山崎                        ,式　,1,1060,1060,                    ,2012/6/20,
76396,52,フレグランス森澤                        ,式　,1,1200,1200,                    ,2012/6/20,
76396,53,フレグランス中松江                      ,式　,1,629,629,                    ,2012/6/20,
76396,54,ガーデンハイツ箕島                      ,式　,1,629,629,                    ,2012/6/20,
76396,55,アドザックス吉田                        ,式　,1,449,449,                    ,2012/6/20,
76396,56,石津ハイツ                              ,式　,1,949,949,                    ,2012/6/20,
76396,57,フォーブル石野                          ,式　,1,700,700,                    ,2012/6/20,
76396,58,フレグランス翠                          ,式　,1,2140,2140,                    ,2012/6/20,
76396,59,アドザックス吉田Ｂ棟                    ,式　,1,449,449,                    ,2012/6/20,
76396,60,マリポーサ前田                          ,式　,1,449,449,                    ,2012/6/20,
76396,61,フレグランス巴                          ,式　,1,1349,1349,                    ,2012/6/20,
76396,62,フレグランス堀止                        ,式　,1,449,449,                    ,2012/6/20,
76396,63,フレグランス六十谷                      ,式　,1,700,700,                    ,2012/6/20,
76396,64,フレグランス木ノ本                      ,式　,1,449,449,                    ,2012/6/20,
76396,65,フレグランス今吉                        ,式　,1,1060,1060,                    ,2012/6/20,
76396,66,フラグランス矢野                        ,式　,1,949,949,                    ,2012/6/20,
76396,67,フレグランス平田                        ,式　,1,449,449,                    ,2012/6/20,
76396,68,フルグランス築港                        ,式　,1,449,449,                    ,2012/6/20,
76396,69,フレグランス松ヶ岳                      ,式　,1,449,449,                    ,2012/6/20,
76396,70,フレグランス秋桜                        ,式　,1,449,449,                    ,2012/6/20,
76396,71,フレグランス蘭                          ,式　,1,880,880,                    ,2012/6/20,
76396,72,フレグランス船所                        ,式　,1,1060,1060,                    ,2012/6/20,
76396,73,フレグランス雑賀                        ,式　,1,880,880,                    ,2012/6/20,
76396,74,フレグランスロゼ                        ,式　,1,1940,1940,                    ,2012/6/20,
76396,75,グラン・ファーム                        ,式　,1,1060,1060,                    ,2012/6/20,
76396,76,フレグランス栄                          ,式　,1,949,949,                    ,2012/6/20,
76396,77,City　Kinomoto                          ,式　,1,880,880,                    ,2012/6/20,
76396,78,フレグランスせせらぎ                    ,式　,1,449,449,                    ,2012/6/20,
76396,79,フレグランスＡＫＫＩＨＯ                ,式　,1,880,880,                    ,2012/6/20,
76396,80,フレグランスさつき                      ,式　,1,700,700,                    ,2012/6/20,
76396,81,ガーデンハイツ小二里                    ,式　,1,1200,1200,                    ,2012/6/20,
76396,82,フレグランス桜が丘                      ,式　,1,449,449,                    ,2012/6/20,
76396,83,ガーデンハイツ小二里2                   ,式　,1,450,450,                    ,2012/6/20,
76396,84,ディアスワーブラー                      ,式　,1,700,700,                    ,2012/6/20,
76396,85,フレグランス藤井Ⅱ                      ,式　,1,629,629,                    ,2012/6/20,
76396,86,フレグランスフクイ                      ,式　,1,880,880,                    ,2012/6/20,
76396,87,ディアス栄谷                            ,式　,1,449,449,                    ,2012/6/20,
76396,88,フレグランス船所Ⅱ                      ,式　,1,1200,1200,                    ,2012/6/20,
76396,89,ディアスかわもと                        ,式　,1,880,880,                    ,2012/6/20,
76396,90,ベルメゾン                              ,式　,1,1200,1200,                    ,2012/6/20,
76396,91,フレグランス竹中                        ,式　,1,450,450,                    ,2012/6/20,
76396,92,ディアス妙寺                            ,式　,1,629,629,                    ,2012/6/20,
76396,93,ディアス松ヶ丘                          ,式　,1,449,449,                    ,2012/6/20,
76396,94,ディアス北村                            ,式　,1,1020,1020,                    ,2012/6/20,
76396,95,ディアスミレット                        ,式　,1,1200,1200,                    ,2012/6/20,
76396,96,ディアスＭ                              ,式　,1,1780,1780,                    ,2012/6/20,
76396,97,フーォブル松南                          ,式　,1,449,449,                    ,2012/6/20,
76396,98,ウエストヒルズ                          ,式　,1,1200,1200,                    ,2012/6/20,
76396,99,フレグランス布施屋                      ,式　,1,700,700,                    ,2012/6/20,
76396,100,ディアス小雑賀                          ,式　,1,769,769,                    ,2012/6/20,
76396,101,ラ・サルデーヌ                          ,式　,1,2940,2940,                    ,2012/6/20,
76396,102,ディアス黒江                            ,式　,1,1200,1200,                    ,2012/6/20,
76396,103,ディアス藤本                            ,式　,1,449,449,                    ,2012/6/20,
76396,104,ディアス藤本Ⅱ                          ,式　,1,449,449,                    ,2012/6/20,
76396,105,ディアスウチタ                          ,式　,1,449,449,                    ,2012/6/20,
76396,106,フレグランスうの                        ,式　,1,1195,1195,                    ,2012/6/20,
76396,107,マイルドディアスきし                    ,式　,1,700,700,                    ,2012/6/20,
76396,108,フレグランスⅠ                          ,式　,1,700,700,                    ,2012/6/20,
76396,109,ディアス寿里                            ,式　,1,1269,1269,                    ,2012/6/20,
76396,110,フレグランス宮原                        ,式　,1,880,880,                    ,2012/6/20,
76396,111,ディアスミニ                            ,式　,1,449,449,                    ,2012/6/20,
76396,112,ディアス一本松                          ,式　,1,2160,2160,                    ,2012/6/20,
76396,113,ディアス名高                            ,式　,1,449,449,                    ,2012/6/20,
76396,114,マリニース西浜                          ,式　,1,629,629,                    ,2012/6/20,
76396,115,ディアス城山                            ,式　,1,700,700,                    ,2012/6/20,
76396,116,フレグランス池尻                        ,式　,1,450,450,                    ,2012/6/20,
76396,117,フレグランス大宮                        ,式　,1,629,629,                    ,2012/6/20,
76396,118,楠見中ディアス                          ,式　,1,880,880,                    ,2012/6/20,
76396,119,セフィラ　ブラッシ                      ,式　,1,700,700,                    ,2012/6/20,
76396,120,サニーコート                            ,式　,1,1300,1300,                    ,2012/6/20,
76396,121,フォーレスうえだ                        ,式　,1,1540,1540,                    ,2012/6/20,
76396,122,ハイツ萩                                ,式　,1,629,629,                    ,2012/6/20,
76396,123,フォーレス有本                          ,式　,1,949,949,                    ,2012/6/20,
76396,124,楠見中ディアスⅡ                        ,式　,1,449,449,                    ,2012/6/20,
76396,125,ハイツ森                                ,式　,1,949,949,                    ,2012/6/20,
76396,126,フォーレス花野                          ,式　,1,1060,1060,                    ,2012/6/20,
76396,127,フレグランス布引                        ,式　,1,449,449,                    ,2012/6/20,
76396,128,ディアス片男波                          ,式　,1,700,700,                    ,2012/6/20,
76396,129,グランシード関戸                        ,式　,1,450,450,                    ,2012/6/20,
76396,130,フレグランス小雑賀                      ,式　,1,700,700,                    ,2012/6/20,
76396,131,グリーンルーフ塩屋                      ,式　,1,449,449,                    ,2012/6/20,
76396,132,フレグランス南紀の台                    ,式　,1,900,900,                    ,2012/6/20,
76396,133,グリーンルーフＣｏｃｃｏ                ,式　,1,449,449,                    ,2012/6/20,
76396,134,グリーンルーフ妙寺                      ,式　,1,900,900,                    ,2012/6/20,
76396,135,グリーンルーフ山崎                      ,式　,1,1200,1200,                    ,2012/6/20,
76396,136,シャーメゾン山中                        ,式　,1,449,449,                    ,2012/6/20,
76396,137,シャーメゾン高松                        ,式　,1,700,700,                    ,2012/6/20,
76396,138,メゾン雑賀                              ,式　,1,449,449,                    ,2012/6/20,
76396,139,グリーンルーフのうがわ                  ,式　,1,880,880,                    ,2012/6/20,
76396,140,ドエルＫ                                ,式　,1,449,449,                    ,2012/6/20,
76396,141,シャーメゾン山崎                        ,式　,1,1200,1200,                    ,2012/6/20,
76396,142,シャーメゾン新堂                        ,式　,1,1700,1700,                    ,2012/6/20,
76396,143,シャーメゾン小雑賀                      ,式　,1,949,949,                    ,2012/6/20,
76396,144,エクセレンス六十谷                      ,式　,1,700,700,                    ,2012/6/20,
76396,145,シャーメゾンＨＡＭＡＩＣＨＩ            ,式　,1,900,900,                    ,2012/6/20,
76396,146,シャーメゾン打田                        ,式　,1,950,950,                    ,2012/6/20,
76396,147,シャーメゾン堀口                        ,式　,1,1200,1200,                    ,2012/6/20,
76396,148,シャーメゾン新堂Ⅱ                      ,式　,1,949,949,                    ,2012/6/20,
76396,149,シャーメゾンキタグチ                    ,式　,1,449,449,                    ,2012/6/20,
76396,150,セファミ荊本                            ,式　,1,949,949,                    ,2012/6/20,
76396,151,フォーレスＩ＆Ｎ                        ,式　,1,449,449,                    ,2012/6/20,
